CVE_ID,type_info,delta_t,Published_date,Severity
CVE-2018-16841,redhat,34.0,2018-11-28T14:29Z,MEDIUM
CVE-2021-21278,github,1.0,2021-01-26T21:15Z,CRITICAL
CVE-2016-8619,redhat,644.0,2018-08-01T06:29Z,CRITICAL
CVE-2018-18762,twitter,3.0,2019-03-21T16:00Z,MEDIUM
CVE-2020-15222,github,179.0,2020-09-24T17:15Z,HIGH
CVE-2017-1483,twitter,1.0,2017-09-28T01:29Z,HIGH
CVE-2016-3857,twitter,4.0,2016-08-05T20:59Z,HIGH
CVE-2021-32587,twitter,2.0,2021-08-06T11:15Z,MEDIUM
CVE-2021-3924,github,2.0,2021-11-05T15:15Z,HIGH
CVE-2019-13454,github,2.0,2019-07-09T17:15Z,MEDIUM
CVE-2017-11244,twitter,2.0,2017-08-11T19:29Z,MEDIUM
CVE-2020-19215,github,1095.0,2022-05-06T14:15Z,HIGH
CVE-2020-20675,twitter,497.0,2021-08-26T22:15Z,CRITICAL
CVE-2016-0997,twitter,1.0,2016-03-12T15:59Z,CRITICAL
CVE-2019-3837,redhat,51.0,2019-04-11T15:29Z,MEDIUM
CVE-2020-0798,twitter,2.0,2020-03-12T16:15Z,HIGH
CVE-2017-9978,twitter,11.0,2017-08-28T19:29Z,MEDIUM
CVE-2021-22172,twitter,53.0,2021-03-26T20:15Z,MEDIUM
CVE-2018-16337,github,22.0,2018-09-02T18:29Z,MEDIUM
CVE-2016-8611,redhat,649.0,2018-07-31T20:29Z,MEDIUM
CVE-2018-10917,redhat,39.0,2018-08-15T17:29Z,MEDIUM
CVE-2021-41125,github,0.0,2021-10-06T18:15Z,MEDIUM
CVE-2019-10168,redhat,50.0,2019-08-02T13:15Z,HIGH
CVE-2021-22155,twitter,1.0,2021-05-13T00:15Z,HIGH
CVE-2021-31428,twitter,8.0,2021-04-29T17:15Z,HIGH
CVE-2018-1483,twitter,2.0,2018-04-11T16:29Z,MEDIUM
CVE-2019-5420,twitter,14.0,2019-03-27T14:29Z,CRITICAL
CVE-2016-9390,github,148.0,2017-03-23T18:59Z,MEDIUM
CVE-2018-14586,github,1.0,2018-07-24T16:29Z,HIGH
CVE-2017-11329,github,4.0,2017-07-17T13:18Z,CRITICAL
CVE-2020-12116,twitter,50.0,2020-05-07T20:15Z,HIGH
CVE-2021-26084,twitter,4.0,2021-08-30T07:15Z,CRITICAL
CVE-2019-18635,github,3.0,2019-10-30T22:15Z,HIGH
CVE-2020-3376,twitter,1.0,2020-07-31T00:15Z,CRITICAL
CVE-2021-45100,github,1.0,2021-12-16T05:15Z,HIGH
CVE-2021-43693,github,198.0,2021-11-29T15:15Z,CRITICAL
CVE-2017-15132,redhat,16.0,2018-01-25T20:29Z,HIGH
CVE-2019-0230,twitter,32.0,2020-09-14T17:15Z,CRITICAL
CVE-2019-19735,twitter,7.0,2019-12-30T17:15Z,CRITICAL
CVE-2021-30538,twitter,13.0,2021-06-07T20:15Z,MEDIUM
CVE-2021-41260,github,36.0,2021-12-16T18:15Z,HIGH
CVE-2018-15951,twitter,9.0,2018-10-12T18:29Z,HIGH
CVE-2021-21146,twitter,7.0,2021-02-09T15:15Z,CRITICAL
CVE-2021-26879,twitter,1.0,2021-03-11T16:15Z,HIGH
CVE-2018-20520,github,13.0,2018-12-27T15:29Z,MEDIUM
CVE-2021-32932,twitter,4.0,2021-06-11T17:15Z,HIGH
CVE-2021-42585,github,350.0,2022-05-23T11:16Z,HIGH
CVE-2018-19191,twitter,3.0,2019-03-21T16:00Z,MEDIUM
CVE-2021-27343,github,52.0,2021-04-06T13:15Z,HIGH
CVE-2016-8729,twitter,327.0,2018-04-24T19:29Z,HIGH
CVE-2021-22896,github,73.0,2021-06-11T16:15Z,MEDIUM
CVE-2020-14391,redhat,165.0,2021-02-08T23:15Z,MEDIUM
CVE-2018-4283,twitter,267.0,2019-04-03T18:29Z,MEDIUM
CVE-2017-15137,redhat,96.0,2018-07-16T20:29Z,MEDIUM
CVE-2020-0764,twitter,2.0,2020-10-16T23:15Z,HIGH
CVE-2017-0261,twitter,3.0,2017-05-12T14:29Z,HIGH
CVE-2021-29457,github,11.0,2021-04-19T19:15Z,HIGH
CVE-2018-1000519,github,57.0,2018-06-26T16:29Z,MEDIUM
CVE-2017-8571,twitter,4.0,2017-08-01T20:29Z,HIGH
CVE-2019-14692,github,0.0,2019-08-06T13:15Z,HIGH
CVE-2020-1946,twitter,1.0,2021-03-25T10:15Z,CRITICAL
CVE-2021-33185,github,36.0,2021-06-18T22:15Z,HIGH
CVE-2020-3698,twitter,153.0,2020-07-30T12:15Z,CRITICAL
CVE-2018-1126,redhat,15.0,2018-05-23T13:29Z,CRITICAL
CVE-2019-16458,twitter,9.0,2019-12-19T15:15Z,HIGH
CVE-2021-24001,twitter,66.0,2021-06-24T14:15Z,MEDIUM
CVE-2021-41332,twitter,1.0,2021-10-13T01:15Z,MEDIUM
CVE-2017-13742,redhat,5.0,2017-08-29T06:29Z,MEDIUM
CVE-2019-9335,twitter,36.0,2019-09-27T19:15Z,MEDIUM
CVE-2016-6887,twitter,90.0,2017-01-13T16:59Z,MEDIUM
CVE-2017-3123,twitter,3.0,2017-08-11T19:29Z,HIGH
CVE-2019-12453,twitter,4.0,2019-07-19T17:15Z,MEDIUM
CVE-2016-7185,twitter,3.0,2016-10-14T02:59Z,HIGH
CVE-2021-39514,github,412.0,2021-09-20T16:15Z,MEDIUM
CVE-2021-35567,twitter,1.0,2021-10-20T11:16Z,MEDIUM
CVE-2018-20676,twitter,152.0,2019-01-09T05:29Z,MEDIUM
CVE-2016-2786,twitter,87.0,2016-06-10T15:59Z,CRITICAL
CVE-2021-30046,github,6.0,2021-04-06T13:15Z,MEDIUM
CVE-2017-5959,github,11.0,2017-02-21T07:59Z,CRITICAL
CVE-2021-39946,twitter,4.0,2022-01-18T17:15Z,MEDIUM
CVE-2017-15222,twitter,1.0,2017-10-24T17:29Z,CRITICAL
CVE-2019-8535,twitter,267.0,2019-12-18T18:15Z,HIGH
CVE-2020-13677,twitter,148.0,2022-02-11T16:15Z,HIGH
CVE-2017-1341,twitter,2.0,2017-12-07T15:29Z,LOW
CVE-2019-7773,twitter,8.0,2019-05-22T14:29Z,HIGH
CVE-2016-7412,github,4.0,2016-09-17T21:59Z,HIGH
CVE-2020-25737,twitter,1.0,2021-01-26T18:15Z,HIGH
CVE-2016-0850,twitter,10.0,2016-04-18T00:59Z,HIGH
CVE-2017-0178,twitter,1.0,2017-04-12T14:59Z,MEDIUM
CVE-2016-6298,github,1.0,2016-09-01T23:59Z,MEDIUM
CVE-2020-26945,github,7.0,2020-10-10T20:15Z,HIGH
CVE-2017-0394,twitter,8.0,2017-01-12T20:59Z,HIGH
CVE-2020-8645,github,18.0,2020-02-07T00:15Z,CRITICAL
CVE-2021-43752,twitter,1.0,2022-01-14T20:15Z,MEDIUM
CVE-2020-28268,github,16.0,2020-11-15T23:15Z,HIGH
CVE-2021-40956,github,285.0,2022-06-23T17:15Z,HIGH
CVE-2017-0546,twitter,3.0,2017-04-07T22:59Z,HIGH
CVE-2020-2883,twitter,1.0,2020-04-15T14:15Z,CRITICAL
CVE-2016-2114,twitter,13.0,2016-04-25T00:59Z,MEDIUM
CVE-2021-27962,twitter,3.0,2021-03-22T14:15Z,HIGH
CVE-2019-10078,twitter,1.0,2019-05-20T21:29Z,MEDIUM
CVE-2018-14462,github,45.0,2019-10-03T16:15Z,HIGH
CVE-2016-3751,twitter,3.0,2016-07-11T01:59Z,HIGH
CVE-2020-1951,twitter,5.0,2020-03-23T14:15Z,MEDIUM
CVE-2020-3265,twitter,1.0,2020-03-19T16:15Z,HIGH
CVE-2021-23792,github,147.0,2022-05-06T20:15Z,CRITICAL
CVE-2020-5910,twitter,1.0,2020-07-02T13:15Z,HIGH
CVE-2019-4155,twitter,3.0,2019-04-08T15:29Z,CRITICAL
CVE-2020-1234,twitter,479.0,2020-06-09T20:15Z,HIGH
CVE-2020-11023,twitter,29.0,2020-04-29T21:15Z,MEDIUM
CVE-2020-12457,github,116.0,2020-08-21T14:15Z,HIGH
CVE-2021-39384,github,216.0,2022-03-20T22:15Z,CRITICAL
CVE-2017-11015,twitter,2.0,2017-11-16T22:29Z,HIGH
CVE-2016-7998,twitter,102.0,2017-01-18T17:59Z,HIGH
CVE-2016-2847,github,98.0,2016-04-27T17:59Z,MEDIUM
CVE-2021-23964,twitter,31.0,2021-02-26T16:15Z,HIGH
CVE-2020-4223,twitter,1.0,2020-06-26T14:15Z,MEDIUM
CVE-2017-6594,github,136.0,2017-08-28T19:29Z,HIGH
CVE-2021-27905,twitter,1.0,2021-04-13T07:15Z,CRITICAL
CVE-2021-37703,github,1.0,2021-08-13T16:15Z,MEDIUM
CVE-2017-1000005,twitter,3.0,2017-07-17T13:18Z,MEDIUM
CVE-2020-9805,twitter,13.0,2020-06-09T17:15Z,HIGH
CVE-2019-6035,github,203.0,2019-12-26T16:15Z,MEDIUM
CVE-2018-11170,twitter,1.0,2018-06-02T01:29Z,HIGH
CVE-2021-46625,twitter,18.0,2022-02-18T20:15Z,HIGH
CVE-2021-34556,twitter,1.0,2021-08-02T05:15Z,MEDIUM
CVE-2019-8598,twitter,130.0,2019-12-18T18:15Z,MEDIUM
CVE-2019-2844,twitter,6.0,2019-07-23T23:15Z,HIGH
CVE-2017-8699,twitter,1.0,2017-09-13T01:29Z,HIGH
CVE-2016-9439,github,114.0,2016-12-12T02:59Z,MEDIUM
CVE-2020-27153,github,90.0,2020-10-15T03:15Z,HIGH
CVE-2017-12850,github,2.0,2017-08-14T20:29Z,HIGH
CVE-2020-10531,github,41.0,2020-03-12T19:15Z,HIGH
CVE-2016-6816,twitter,118.0,2017-03-20T18:59Z,HIGH
CVE-2017-7830,twitter,207.0,2018-06-11T21:29Z,MEDIUM
CVE-2021-28563,twitter,44.0,2021-06-28T14:15Z,MEDIUM
CVE-2020-10719,redhat,28.0,2020-05-26T16:15Z,MEDIUM
CVE-2020-14388,redhat,271.0,2021-06-02T13:15Z,MEDIUM
CVE-2021-3428,twitter,353.0,2022-03-04T18:15Z,MEDIUM
CVE-2019-10761,github,1193.0,2022-07-13T09:15Z,HIGH
CVE-2017-10366,twitter,1.0,2017-10-19T17:29Z,CRITICAL
CVE-2019-1072,twitter,5.0,2019-07-15T19:15Z,CRITICAL
CVE-2020-18065,github,962.0,2021-08-25T20:15Z,MEDIUM
CVE-2019-13473,twitter,2.0,2019-09-11T19:15Z,CRITICAL
CVE-2021-20710,twitter,14.0,2021-04-26T01:15Z,MEDIUM
CVE-2016-4570,redhat,269.0,2017-02-03T15:59Z,MEDIUM
CVE-2021-22960,twitter,22.0,2021-11-03T20:15Z,MEDIUM
CVE-2019-5909,twitter,15.0,2019-02-13T18:29Z,CRITICAL
CVE-2020-15969,twitter,27.0,2020-11-03T03:15Z,HIGH
CVE-2018-11735,github,0.0,2018-06-05T06:29Z,MEDIUM
CVE-2021-37391,github,21.0,2021-08-10T20:15Z,MEDIUM
CVE-2019-5972,twitter,25.0,2019-07-05T14:15Z,MEDIUM
CVE-2021-32696,github,0.0,2021-06-18T20:15Z,MEDIUM
CVE-2017-3562,twitter,21.0,2017-08-08T15:29Z,MEDIUM
CVE-2021-3376,github,317.0,2021-12-14T14:15Z,HIGH
CVE-2020-11881,twitter,2.0,2020-09-14T21:15Z,HIGH
CVE-2020-18753,twitter,466.0,2021-08-13T17:15Z,CRITICAL
CVE-2018-4986,twitter,38.0,2018-07-09T19:29Z,HIGH
CVE-2019-16461,twitter,7.0,2019-12-19T15:15Z,HIGH
CVE-2021-0002,twitter,166.0,2021-08-11T13:15Z,HIGH
CVE-2020-20662,github,721.0,2021-09-30T17:15Z,MEDIUM
CVE-2017-7131,twitter,27.0,2017-10-23T01:29Z,MEDIUM
CVE-2018-5772,github,0.0,2018-01-18T07:29Z,MEDIUM
CVE-2019-0600,twitter,21.0,2019-03-05T23:29Z,MEDIUM
CVE-2019-9342,twitter,31.0,2019-09-27T19:15Z,HIGH
CVE-2018-16785,github,8.0,2018-09-19T15:29Z,HIGH
CVE-2019-10129,redhat,84.0,2019-07-30T17:15Z,MEDIUM
CVE-2020-9854,twitter,82.0,2020-10-22T18:15Z,HIGH
CVE-2021-22992,twitter,21.0,2021-03-31T17:15Z,CRITICAL
CVE-2016-9394,github,146.0,2017-03-23T18:59Z,MEDIUM
CVE-2020-12387,twitter,21.0,2020-05-26T18:15Z,HIGH
CVE-2021-25940,github,138.0,2021-11-16T10:15Z,HIGH
CVE-2019-1894,twitter,2.0,2019-07-06T02:15Z,HIGH
CVE-2018-14051,github,1.0,2018-07-13T16:29Z,HIGH
CVE-2020-10603,twitter,35.0,2020-04-09T14:15Z,HIGH
CVE-2019-8757,twitter,71.0,2019-12-18T18:15Z,LOW
CVE-2017-8683,twitter,1.0,2017-09-13T01:29Z,MEDIUM
CVE-2021-21372,github,46.0,2021-03-26T22:15Z,HIGH
CVE-2017-3619,twitter,5.0,2017-04-24T19:59Z,MEDIUM
CVE-2020-5981,twitter,1.0,2020-10-02T19:15Z,HIGH
CVE-2020-9359,twitter,12.0,2020-03-24T14:15Z,MEDIUM
CVE-2021-3377,github,35.0,2021-03-05T21:15Z,MEDIUM
CVE-2017-5494,github,1.0,2017-01-15T22:59Z,MEDIUM
CVE-2021-25954,github,92.0,2021-08-09T17:15Z,MEDIUM
CVE-2018-20451,github,0.0,2018-12-25T17:29Z,MEDIUM
CVE-2019-12098,github,1.0,2019-05-15T23:29Z,HIGH
CVE-2017-13216,twitter,5.0,2018-01-12T23:29Z,HIGH
CVE-2017-7390,github,8.0,2017-04-01T02:59Z,MEDIUM
CVE-2016-3356,twitter,1.0,2016-09-14T10:59Z,HIGH
CVE-2018-11165,twitter,1.0,2018-06-02T01:29Z,HIGH
CVE-2019-11604,twitter,1.0,2019-05-24T17:29Z,MEDIUM
CVE-2016-1000003,github,112.0,2016-10-07T18:59Z,CRITICAL
CVE-2019-13309,twitter,756.0,2019-07-05T01:15Z,MEDIUM
CVE-2020-15330,twitter,825.0,2022-09-29T03:15Z,MEDIUM
CVE-2021-36703,github,23.0,2021-08-03T19:15Z,MEDIUM
CVE-2020-15304,github,41.0,2020-06-26T01:15Z,MEDIUM
CVE-2020-4925,twitter,392.0,2022-03-01T17:15Z,MEDIUM
CVE-2020-24717,github,9.0,2020-08-27T19:15Z,HIGH
CVE-2021-25314,twitter,20.0,2021-04-14T15:15Z,HIGH
CVE-2017-15202,github,16.0,2017-10-11T01:32Z,MEDIUM
CVE-2018-11117,github,6.0,2018-05-17T13:29Z,MEDIUM
CVE-2021-43982,twitter,7.0,2021-12-09T22:15Z,HIGH
CVE-2016-7519,github,462.0,2017-04-19T14:59Z,MEDIUM
CVE-2021-33938,github,263.0,2021-09-02T15:15Z,HIGH
CVE-2021-22936,twitter,10.0,2021-08-16T19:15Z,MEDIUM
CVE-2017-14239,github,4.0,2017-09-11T09:29Z,MEDIUM
CVE-2020-4476,twitter,2.0,2020-11-16T17:15Z,HIGH
CVE-2021-44109,github,139.0,2022-04-05T02:15Z,HIGH
CVE-2017-15953,github,58.0,2017-10-28T21:29Z,MEDIUM
CVE-2017-17665,github,0.0,2017-12-13T20:29Z,HIGH
CVE-2019-1968,twitter,1.0,2019-08-30T09:15Z,HIGH
CVE-2019-6206,twitter,39.0,2019-03-04T20:29Z,CRITICAL
CVE-2020-27782,redhat,90.0,2021-02-23T19:15Z,HIGH
CVE-2018-15864,github,22.0,2018-08-25T21:29Z,MEDIUM
CVE-2020-15216,github,7.0,2020-09-29T16:15Z,MEDIUM
CVE-2021-30042,github,12.0,2021-04-13T00:15Z,MEDIUM
CVE-2021-25253,twitter,12.0,2021-04-13T13:15Z,HIGH
CVE-2017-5934,github,36.0,2018-10-15T19:29Z,MEDIUM
CVE-2017-15104,redhat,42.0,2017-12-18T19:29Z,HIGH
CVE-2016-7423,redhat,24.0,2016-10-10T16:59Z,MEDIUM
CVE-2021-29538,github,22.0,2021-05-14T20:15Z,MEDIUM
CVE-2016-4901,twitter,215.0,2017-05-22T16:29Z,HIGH
CVE-2018-8798,github,20.0,2019-02-05T20:29Z,HIGH
CVE-2019-17658,twitter,1.0,2020-03-12T22:15Z,CRITICAL
CVE-2020-16152,twitter,647.0,2021-11-14T21:15Z,CRITICAL
CVE-2020-12687,github,14.0,2020-05-07T16:15Z,MEDIUM
CVE-2016-1001,twitter,1.0,2016-03-12T15:59Z,CRITICAL
CVE-2021-42704,twitter,6.0,2022-05-18T17:15Z,HIGH
CVE-2021-42951,twitter,12.0,2022-03-01T02:15Z,HIGH
CVE-2017-6952,github,3.0,2017-03-16T21:59Z,HIGH
CVE-2019-13179,github,0.0,2019-07-02T23:15Z,HIGH
CVE-2019-4222,twitter,2.0,2019-04-25T15:29Z,MEDIUM
CVE-2017-8464,twitter,2.0,2017-06-15T01:29Z,HIGH
CVE-2017-15571,github,5.0,2017-10-18T02:29Z,MEDIUM
CVE-2021-38593,github,15.0,2021-08-12T02:15Z,HIGH
CVE-2019-19341,redhat,7.0,2019-12-19T21:15Z,MEDIUM
CVE-2017-2298,github,0.0,2017-06-30T20:29Z,MEDIUM
CVE-2021-21368,github,7.0,2021-03-12T17:15Z,HIGH
CVE-2020-36189,github,14.0,2021-01-06T23:15Z,HIGH
CVE-2021-39945,twitter,6.0,2021-12-13T16:15Z,LOW
CVE-2021-28148,twitter,3.0,2021-03-22T15:15Z,HIGH
CVE-2017-11367,github,145.0,2017-07-17T16:29Z,HIGH
CVE-2016-6328,redhat,811.0,2018-10-31T22:29Z,HIGH
CVE-2016-4551,twitter,2.0,2016-10-05T16:59Z,HIGH
CVE-2021-23419,github,4.0,2021-08-08T08:15Z,MEDIUM
CVE-2021-39843,twitter,30.0,2021-09-29T16:15Z,HIGH
CVE-2021-44044,twitter,6.0,2021-12-05T21:15Z,HIGH
CVE-2018-10423,github,2.0,2018-04-26T05:29Z,LOW
CVE-2016-0298,twitter,20.0,2016-06-29T01:59Z,MEDIUM
CVE-2019-0329,twitter,1.0,2019-07-10T20:15Z,MEDIUM
CVE-2017-8628,twitter,1.0,2017-09-13T01:29Z,MEDIUM
CVE-2021-36855,twitter,564.0,2022-09-30T17:15Z,MEDIUM
CVE-2016-3159,twitter,14.0,2016-04-13T16:59Z,LOW
CVE-2018-1048,redhat,9.0,2018-01-24T23:29Z,HIGH
CVE-2016-6914,twitter,3.0,2017-12-27T17:29Z,HIGH
CVE-2019-17128,twitter,1.0,2019-10-09T16:15Z,HIGH
CVE-2021-41750,github,261.0,2022-06-12T12:15Z,MEDIUM
CVE-2021-36776,twitter,3.0,2022-04-04T13:15Z,HIGH
CVE-2016-10118,twitter,97.0,2017-04-13T14:59Z,LOW
CVE-2018-0691,twitter,48.0,2018-11-15T15:29Z,MEDIUM
CVE-2021-40470,twitter,1.0,2021-10-13T01:15Z,HIGH
CVE-2018-19913,github,0.0,2018-12-06T19:29Z,MEDIUM
CVE-2021-45809,github,90.0,2022-03-22T11:15Z,CRITICAL
CVE-2021-28418,github,6.0,2021-03-18T12:15Z,MEDIUM
CVE-2020-23449,github,244.0,2021-01-26T18:15Z,HIGH
CVE-2021-30615,twitter,3.0,2021-09-03T20:15Z,MEDIUM
CVE-2020-14489,twitter,26.0,2020-07-29T13:15Z,HIGH
CVE-2019-19952,github,26.0,2019-12-24T01:15Z,CRITICAL
CVE-2019-15031,twitter,3.0,2019-09-13T13:15Z,MEDIUM
CVE-2020-23826,twitter,4.0,2021-01-26T18:15Z,HIGH
CVE-2018-14338,github,2.0,2018-07-17T12:29Z,HIGH
CVE-2019-8580,twitter,515.0,2020-10-27T20:15Z,HIGH
CVE-2020-4520,twitter,1.0,2021-06-01T14:15Z,HIGH
CVE-2018-25017,github,1266.0,2021-07-01T03:15Z,CRITICAL
CVE-2017-12153,twitter,8.0,2017-09-21T15:29Z,MEDIUM
CVE-2020-15596,twitter,22.0,2020-08-12T22:15Z,MEDIUM
CVE-2021-32025,twitter,1.0,2022-03-10T17:42Z,HIGH
CVE-2020-14514,twitter,203.0,2020-09-01T14:15Z,MEDIUM
CVE-2020-5106,twitter,328.0,2021-01-06T18:15Z,
CVE-2017-5611,github,3.0,2017-01-30T04:59Z,CRITICAL
CVE-2018-6221,twitter,20.0,2018-03-15T19:29Z,HIGH
CVE-2017-8015,twitter,1.0,2017-09-12T20:29Z,CRITICAL
CVE-2017-7556,redhat,7.0,2017-08-17T19:29Z,HIGH
CVE-2021-42060,twitter,1.0,2022-02-03T02:15Z,HIGH
CVE-2017-5127,twitter,112.0,2018-02-07T23:29Z,HIGH
CVE-2019-10590,twitter,3.0,2020-02-07T05:15Z,CRITICAL
CVE-2019-1961,twitter,1.0,2019-08-08T08:15Z,MEDIUM
CVE-2021-31372,twitter,4.0,2021-10-19T19:15Z,HIGH
CVE-2020-12251,twitter,1.0,2020-04-29T14:15Z,LOW
CVE-2020-8271,twitter,284.0,2020-11-16T01:15Z,CRITICAL
CVE-2017-11591,redhat,1.0,2017-07-24T01:29Z,HIGH
CVE-2020-0227,twitter,2.0,2020-07-17T21:15Z,HIGH
CVE-2021-37778,github,342.0,2022-06-30T15:15Z,CRITICAL
CVE-2017-12187,twitter,103.0,2018-01-24T15:29Z,CRITICAL
CVE-2016-3137,redhat,51.0,2016-05-02T10:59Z,MEDIUM
CVE-2021-2456,twitter,1.0,2021-07-21T00:15Z,CRITICAL
CVE-2017-3736,github,0.0,2017-11-02T17:29Z,MEDIUM
CVE-2020-15959,twitter,11.0,2020-09-21T20:15Z,MEDIUM
CVE-2021-46041,github,15.0,2022-01-06T20:15Z,MEDIUM
CVE-2019-10306,twitter,1.0,2019-04-18T17:29Z,CRITICAL
CVE-2017-7962,github,7.0,2017-04-19T15:59Z,MEDIUM
CVE-2020-28332,twitter,3.0,2020-11-24T19:15Z,CRITICAL
CVE-2020-12127,twitter,197.0,2020-10-02T09:15Z,HIGH
CVE-2021-30499,github,49.0,2021-05-27T00:15Z,HIGH
CVE-2021-23446,github,6.0,2021-09-29T17:15Z,HIGH
CVE-2016-2625,twitter,71.0,2017-05-11T14:29Z,
CVE-2020-20344,github,728.0,2021-09-01T22:15Z,MEDIUM
CVE-2020-20586,twitter,482.0,2021-07-08T16:15Z,MEDIUM
CVE-2017-11421,github,0.0,2017-07-18T19:29Z,HIGH
CVE-2021-25992,github,6.0,2022-02-10T10:15Z,CRITICAL
CVE-2016-4965,twitter,13.0,2016-09-21T14:25Z,HIGH
CVE-2020-10688,github,464.0,2021-05-27T19:15Z,MEDIUM
CVE-2021-3917,github,413.0,2022-08-23T20:15Z,MEDIUM
CVE-2021-46165,twitter,1.0,2022-01-10T14:11Z,HIGH
CVE-2020-19719,github,704.0,2021-07-13T22:15Z,MEDIUM
CVE-2016-4433,redhat,14.0,2016-07-04T22:59Z,HIGH
CVE-2020-14054,twitter,13.0,2020-06-15T16:15Z,CRITICAL
CVE-2020-1647,twitter,9.0,2020-07-17T19:15Z,CRITICAL
CVE-2016-1683,redhat,10.0,2016-06-05T23:59Z,HIGH
CVE-2020-26134,github,4.0,2020-10-02T09:15Z,MEDIUM
CVE-2020-28627,twitter,409.0,2022-04-18T17:15Z,HIGH